      STEP                   TIME                 BR_MIN                 BR_MAX             BR_ABS_MIN          FLUX_POSITIVE          FLUX_NEGATIVE    NPOLE_FLUX_POSITIVE    NPOLE_FLUX_NEGATIVE    SPOLE_FLUX_POSITIVE    SPOLE_FLUX_NEGATIVE             NPOLE_AREA             SPOLE_AREA              EQ_DIPOLE              AX_DIPOLE   VALIDATION_ERR_HHabs 
        18  1.800000000000000E+001 -5.637309740565968E-001  1.014826109529761E+000  4.784136244011328E-006  1.089480651266684E+022 -1.089401241265973E+022  9.080714940179562E+020 -4.299058975998741E+020  9.080715173474237E+020 -4.299059209293424E+020  3.989223162302474E+021  3.989223162302476E+021  1.013202841073885E-017  5.797886138084535E-017  4.608073687093419E-001
        19  1.900000000000000E+001 -5.636587399334942E-001  1.014699542161352E+000  4.788935298281109E-005  1.089342772948498E+022 -1.089263362947786E+022  9.079582915014167E+020 -4.298522826595404E+020  9.079582916927168E+020 -4.298522828508415E+020  3.989223162302474E+021  3.989223162302476E+021  1.561128619329291E-017  4.384651391926430E-017  4.862836877336353E-001
        19  1.900000000000000E+001 -5.636587399334942E-001  1.014699542161352E+000  4.788935298281109E-005  1.089342772948498E+022 -1.089263362947786E+022  9.079582915014167E+020 -4.298522826595404E+020  9.079582916927168E+020 -4.298522828508415E+020  3.989223162302474E+021  3.989223162302476E+021  1.561128619329291E-017  4.384651391926430E-017  4.862836877336353E-001
        20  2.000000000000000E+001 -5.635894347511105E-001  1.014572991498636E+000  4.032710814995581E-006  1.089205586256641E+022 -1.089126176255929E+022  9.078450954337683E+020 -4.297986667383300E+020  9.078450717276711E+020 -4.297986430322335E+020  3.989223162302474E+021  3.989223162302476E+021  1.628476526449091E-017  4.845376272542076E-017  5.116524100160054E-001
        20  2.000000000000000E+001 -5.635894347511105E-001  1.014572991498636E+000  4.032710814995581E-006  1.089205586256641E+022 -1.089126176255929E+022  9.078450954337683E+020 -4.297986667383300E+020  9.078450717276711E+020 -4.297986430322335E+020  3.989223162302474E+021  3.989223162302476E+021  1.628476526449091E-017  4.845376272542076E-017  5.116524100160054E-001
        21  2.100000000000000E+001 -5.635186000307276E-001  1.014446457501826E+000  7.842073042541703E-006  1.089067950717518E+022 -1.088988540716806E+022  9.077318837597801E+020 -4.297450277819384E+020  9.077319052423455E+020 -4.297450492645045E+020  3.989223162302474E+021  3.989223162302476E+021  3.179090987756018E-017  5.637408932476839E-017  5.368904221695642E-001
        21  2.100000000000000E+001 -5.635186000307276E-001  1.014446457501826E+000  7.842073042541703E-006  1.089067950717518E+022 -1.088988540716806E+022  9.077318837597801E+020 -4.297450277819384E+020  9.077319052423455E+020 -4.297450492645045E+020  3.989223162302474E+021  3.989223162302476E+021  3.179090987756018E-017  5.637408932476839E-017  5.368904221695642E-001
        22  2.200000000000000E+001 -5.634466241743629E-001  1.014319940132768E+000  4.046391926013491E-005  1.088930215283747E+022 -1.088850805283035E+022  9.076187211197558E+020 -4.296914304315958E+020  9.076187231487791E+020 -4.296914324606195E+020  3.989223162302474E+021  3.989223162302476E+021  6.066225592046568E-018  3.266487636724413E-017  5.619729035510603E-001
        22  2.200000000000000E+001 -5.634466241743629E-001  1.014319940132768E+000  4.046391926013491E-005  1.088930215283747E+022 -1.088850805283035E+022  9.076187211197558E+020 -4.296914304315958E+020  9.076187231487791E+020 -4.296914324606195E+020  3.989223162302474E+021  3.989223162302476E+021  6.066225592046568E-018  3.266487636724413E-017  5.619729035510603E-001
        23  2.300000000000000E+001 -5.633772248602762E-001  1.014193439354871E+000  5.492590202737416E-007  1.088793162573305E+022 -1.088713752572594E+022  9.075055686020045E+020 -4.296378357765373E+020  9.075055430673781E+020 -4.296378102419115E+020  3.989223162302474E+021  3.989223162302476E+021  1.011455710119916E-017  3.564146969706431E-017  5.868737759082425E-001
