      STEP                   TIME                 BR_MIN                 BR_MAX             BR_ABS_MIN          FLUX_POSITIVE          FLUX_NEGATIVE    NPOLE_FLUX_POSITIVE    NPOLE_FLUX_NEGATIVE    SPOLE_FLUX_POSITIVE    SPOLE_FLUX_NEGATIVE             NPOLE_AREA             SPOLE_AREA              EQ_DIPOLE              AX_DIPOLE  VALIDATION_ERR_CVRMSD 
         5  5.000000000000000E+000 -5.649157350089724E-001  1.016948642467439E+000  1.716459769832481E-005  1.091780730404251E+022 -1.091701320403540E+022  9.099700089064317E+020 -4.308052152441930E+020  9.099699943571860E+020 -4.308052006949477E+020  3.989223162302474E+021  3.989223162302476E+021  1.528656481289252E-017  7.138647307516584E-017  1.268392894865518E-001
         6  6.000000000000000E+000 -5.648981829193104E-001  1.016916927045018E+000  8.690230967609006E-006  1.091745471119972E+022 -1.091666061119260E+022  9.099416187401832E+020 -4.307917538166649E+020  9.099416448297039E+020 -4.307917799061863E+020  3.989223162302474E+021  3.989223162302476E+021  2.433393933934178E-017  7.231827620450086E-017  1.520543827382165E-001
         6  6.000000000000000E+000 -5.648981829193104E-001  1.016916927045018E+000  8.690230967609006E-006  1.091745471119972E+022 -1.091666061119260E+022  9.099416187401832E+020 -4.307917538166649E+020  9.099416448297039E+020 -4.307917799061863E+020  3.989223162302474E+021  3.989223162302476E+021  2.433393933934178E-017  7.231827620450086E-017  1.520543827382165E-001
         7  7.000000000000000E+000 -5.648790895640853E-001  1.016885212732897E+000  1.365594762368433E-005  1.091709241353747E+022 -1.091629831353036E+022  9.099132735706576E+020 -4.307783369204850E+020  9.099132663923813E+020 -4.307783297422091E+020  3.989223162302474E+021  3.989223162302476E+021  2.261612630619498E-017  5.673645720839867E-017  1.771863316984504E-001
         7  7.000000000000000E+000 -5.648790895640853E-001  1.016885212732897E+000  1.365594762368433E-005  1.091709241353747E+022 -1.091629831353036E+022  9.099132735706576E+020 -4.307783369204850E+020  9.099132663923813E+020 -4.307783297422091E+020  3.989223162302474E+021  3.989223162302476E+021  2.261612630619498E-017  5.673645720839867E-017  1.771863316984504E-001
         8  8.000000000000000E+000 -5.648615878625151E-001  1.016853499529722E+000  3.629648579572782E-006  1.091673663495681E+022 -1.091594253494970E+022  9.098849115203351E+020 -4.307649026781476E+020  9.098848951301301E+020 -4.307648862879428E+020  3.989223162302474E+021  3.989223162302476E+021  2.729148617677383E-017  4.881613060905104E-017  2.022214054894370E-001
         8  8.000000000000000E+000 -5.648615878625151E-001  1.016853499529722E+000  3.629648579572782E-006  1.091673663495681E+022 -1.091594253494970E+022  9.098849115203351E+020 -4.307649026781476E+020  9.098848951301301E+020 -4.307648862879428E+020  3.989223162302474E+021  3.989223162302476E+021  2.729148617677383E-017  4.881613060905104E-017  2.022214054894370E-001
         9  9.000000000000000E+000 -5.648439169325440E-001  1.016821787434177E+000  5.289065007236114E-006  1.091638357055854E+022 -1.091558947055142E+022  9.098565233985940E+020 -4.307514418990455E+020  9.098565494659787E+020 -4.307514679664306E+020  3.989223162302474E+021  3.989223162302476E+021  2.031055346688716E-017  5.766826033773369E-017  2.271459261990355E-001
         9  9.000000000000000E+000 -5.648439169325440E-001  1.016821787434177E+000  5.289065007236114E-006  1.091638357055854E+022 -1.091558947055142E+022  9.098565233985940E+020 -4.307514418990455E+020  9.098565494659787E+020 -4.307514679664306E+020  3.989223162302474E+021  3.989223162302476E+021  2.031055346688716E-017  5.766826033773369E-017  2.271459261990355E-001
        10  1.000000000000000E+001 -5.648247049021434E-001  1.016790076444942E+000  2.831359296429573E-006  1.091602152411988E+022 -1.091522742411277E+022  9.098281802300811E+020 -4.307380256078403E+020  9.098281748948432E+020 -4.307380202726027E+020  3.989223162302474E+021  3.989223162302476E+021  2.020392870751398E-017  6.258611018700181E-017  2.519462763537084E-001
        10  1.000000000000000E+001 -5.648247049021434E-001  1.016790076444942E+000  2.831359296429573E-006  1.091602152411988E+022 -1.091522742411277E+022  9.098281802300811E+020 -4.307380256078403E+020  9.098281748948432E+020 -4.307380202726027E+020  3.989223162302474E+021  3.989223162302476E+021  2.020392870751398E-017  6.258611018700181E-017  2.519462763537084E-001
        11  1.100000000000000E+001 -5.648074364917075E-001  1.016758366560719E+000  4.181044249860684E-006  1.091566619238505E+022 -1.091487209237794E+022  9.097998220442767E+020 -4.307245938340263E+020  9.097998038134859E+020 -4.307245756032361E+020  3.989223162302474E+021  3.989223162302476E+021  1.149969806113117E-017  7.024760258375638E-017  2.766089063584065E-001
        11  1.100000000000000E+001 -5.648074364917075E-001  1.016758366560719E+000  4.181044249860684E-006  1.091566619238505E+022 -1.091487209237794E+022  9.097998220442767E+020 -4.307245938340263E+020  9.097998038134859E+020 -4.307245756032361E+020  3.989223162302474E+021  3.989223162302476E+021  1.149969806113117E-017  7.024760258375638E-017  2.766089063584065E-001
        12  1.200000000000000E+001 -5.647896467460608E-001  1.016726657780217E+000  1.888787346768378E-006  1.091531248651457E+022 -1.091451838650746E+022  9.097714359670283E+020 -4.307111337034663E+020  9.097714620121724E+020 -4.307111597486108E+020  3.989223162302474E+021  3.989223162302476E+021  2.429845280774473E-017  6.677922426900938E-017  3.011203418993491E-001
        12  1.200000000000000E+001 -5.647896467460608E-001  1.016726657780217E+000  1.888787346768378E-006  1.091531248651457E+022 -1.091451838650746E+022  9.097714359670283E+020 -4.307111337034663E+020  9.097714620121724E+020 -4.307111597486108E+020  3.989223162302474E+021  3.989223162302476E+021  2.429845280774473E-017  6.677922426900938E-017  3.011203418993491E-001
        13  1.300000000000000E+001 -5.647703160652134E-001  1.016694950102174E+000  1.817530366226445E-005  1.091495088205015E+022 -1.091415678204304E+022  9.097430947993053E+020 -4.306977180171434E+020  9.097430913067327E+020 -4.306977145245712E+020  3.989223162302474E+021  3.989223162302476E+021  2.806431251902539E-017  5.321631205313306E-017  3.254671913056525E-001
        13  1.300000000000000E+001 -5.647703160652134E-001  1.016694950102174E+000  1.817530366226445E-005  1.091495088205015E+022 -1.091415678204304E+022  9.097430947993053E+020 -4.306977180171434E+020  9.097430913067327E+020 -4.306977145245712E+020  3.989223162302474E+021  3.989223162302476E+021  2.806431251902539E-017  5.321631205313306E-017  3.254671913056525E-001
        14  1.400000000000000E+001 -5.647532808988724E-001  1.016663243525333E+000  4.280165003742282E-006  1.091459580797218E+022 -1.091380170796507E+022  9.097147404775267E+020 -4.306842887114914E+020  9.097147204065243E+020 -4.306842686404896E+020  3.989223162302474E+021  3.989223162302476E+021  4.185386672357894E-017  5.052443634616524E-017  3.496361528657868E-001
        14  1.400000000000000E+001 -5.647532808988724E-001  1.016663243525333E+000  4.280165003742282E-006  1.091459580797218E+022 -1.091380170796507E+022  9.097147404775267E+020 -4.306842887114914E+020  9.097147204065243E+020 -4.306842686404896E+020  3.989223162302474E+021  3.989223162302476E+021  4.185386672357894E-017  5.052443634616524E-017  3.496361528657868E-001
        15  1.500000000000000E+001 -5.647353723622327E-001  1.016631538048449E+000  1.510601988861732E-006  1.091424124542853E+022 -1.091344714542142E+022  9.096863572545786E+020 -4.306708300394115E+020  9.096863824675559E+020 -4.306708552523890E+020  3.989223162302474E+021  3.989223162302476E+021  4.567525366773582E-017  5.549405303595198E-017  3.736140220948617E-001
        15  1.500000000000000E+001 -5.647353723622327E-001  1.016631538048449E+000  1.510601988861732E-006  1.091424124542853E+022 -1.091344714542142E+022  9.096863572545786E+020 -4.306708300394115E+020  9.096863824675559E+020 -4.306708552523890E+020  3.989223162302474E+021  3.989223162302476E+021  4.567525366773582E-017  5.549405303595198E-017  3.736140220948617E-001
        16  1.600000000000000E+001 -5.647159230556308E-001  1.016599833670281E+000  1.636219981369732E-005  1.091388020047402E+022 -1.091308610046691E+022  9.096580172776010E+020 -4.306574141480567E+020  9.096580156273206E+020 -4.306574124977773E+020  3.989223162302474E+021  3.989223162302476E+021  4.288744491969309E-017  5.575288723854505E-017  3.973876989487736E-001
        16  1.600000000000000E+001 -5.647159230556308E-001  1.016599833670281E+000  1.636219981369732E-005  1.091388020047402E+022 -1.091308610046691E+022  9.096580172776010E+020 -4.306574141480567E+020  9.096580156273206E+020 -4.306574124977773E+020  3.989223162302474E+021  3.989223162302476E+021  4.288744491969309E-017  5.575288723854505E-017  3.973876989487736E-001
        17  1.700000000000000E+001 -5.646991210864125E-001  1.016568130389616E+000  6.741278147466863E-006  1.091352586212278E+022 -1.091273176211567E+022  9.096296668193558E+020 -4.306439873102051E+020  9.096296449085158E+020 -4.306439653993659E+020  3.989223162302474E+021  3.989223162302476E+021  3.437474131117891E-017  5.797886138084535E-017  4.209441949812687E-001
        17  1.700000000000000E+001 -5.646991210864125E-001  1.016568130389616E+000  6.741278147466863E-006  1.091352586212278E+022 -1.091273176211567E+022  9.096296668193558E+020 -4.306439873102051E+020  9.096296449085158E+020 -4.306439653993659E+020  3.989223162302474E+021  3.989223162302476E+021  3.437474131117891E-017  5.797886138084535E-017  4.209441949812687E-001
        18  1.800000000000000E+001 -5.646810937834267E-001  1.016536428205255E+000  4.909102975197235E-006  1.091316977598793E+022 -1.091237567598082E+022  9.096012874627818E+020 -4.306305311088090E+020  9.096013108313998E+020 -4.306305544774278E+020  3.989223162302474E+021  3.989223162302476E+021  4.024624660229253E-017  5.627055564373117E-017  4.442706404400170E-001
        18  1.800000000000000E+001 -5.646810937834267E-001  1.016536428205255E+000  4.909102975197235E-006  1.091316977598793E+022 -1.091237567598082E+022  9.096012874627818E+020 -4.306305311088090E+020  9.096013108313998E+020 -4.306305544774278E+020  3.989223162302474E+021  3.989223162302476E+021  4.024624660229253E-017  5.627055564373117E-017  4.442706404400170E-001
        19  1.900000000000000E+001 -5.646615625047797E-001  1.016504727116006E+000  4.809763695061374E-005  1.091280962947943E+022 -1.091201552947232E+022  9.095729476642384E+020 -4.306171140002426E+020  9.095729478558776E+020 -4.306171141918826E+020  3.989223162302474E+021  3.989223162302476E+021  4.764214578405799E-017  4.752195959608575E-017  4.673542912978148E-001
        19  1.900000000000000E+001 -5.646615625047797E-001  1.016504727116006E+000  4.809763695061374E-005  1.091280962947943E+022 -1.091201552947232E+022  9.095729476642384E+020 -4.306171140002426E+020  9.095729478558776E+020 -4.306171141918826E+020  3.989223162302474E+021  3.989223162302476E+021  4.764214578405799E-017  4.752195959608575E-017  4.673542912978148E-001
        20  2.000000000000000E+001 -5.646449570567140E-001  1.016473027120698E+000  4.170194035264973E-006  1.091245624613914E+022 -1.091166214613203E+022  9.095446010690352E+020 -4.306036896298300E+020  9.095445773187315E+020 -4.306036658795269E+020  3.989223162302474E+021  3.989223162302476E+021  3.878300383765268E-017  4.638308910467629E-017  4.901825362150793E-001
        20  2.000000000000000E+001 -5.646449570567140E-001  1.016473027120698E+000  4.170194035264973E-006  1.091245624613914E+022 -1.091166214613203E+022  9.095446010690352E+020 -4.306036896298300E+020  9.095445773187315E+020 -4.306036658795269E+020  3.989223162302474E+021  3.989223162302476E+021  3.878300383765268E-017  4.638308910467629E-017  4.901825362150793E-001
        21  2.100000000000000E+001 -5.646268110120072E-001  1.016441328218151E+000  8.141081099444079E-006  1.091209820591238E+022 -1.091130410590527E+022  9.095162255783439E+020 -4.305902358987573E+020  9.095162471029747E+020 -4.305902574233890E+020  3.989223162302474E+021  3.989223162302476E+021  3.741564563188453E-017  4.718547513271477E-017  5.127429034298281E-001
        21  2.100000000000000E+001 -5.646268110120072E-001  1.016441328218151E+000  8.141081099444079E-006  1.091209820591238E+022 -1.091130410590527E+022  9.095162255783439E+020 -4.305902358987573E+020  9.095162471029747E+020 -4.305902574233890E+020  3.989223162302474E+021  3.989223162302476E+021  3.741564563188453E-017  4.718547513271477E-017  5.127429034298281E-001
        22  2.200000000000000E+001 -5.646075131416128E-001  1.016409630407221E+000  4.058638137785980E-005  1.091173900336333E+022 -1.091094490335622E+022  9.094878859584885E+020 -4.305768175733633E+020  9.094878879916744E+020 -4.305768196065498E+020  3.989223162302474E+021  3.989223162302476E+021  5.512281359497193E-017  4.118052163255579E-017  5.350230675713800E-001
        22  2.200000000000000E+001 -5.646075131416128E-001  1.016409630407221E+000  4.058638137785980E-005  1.091173900336333E+022 -1.091094490335622E+022  9.094878859584885E+020 -4.305768175733633E+020  9.094878879916744E+020 -4.305768196065498E+020  3.989223162302474E+021  3.989223162302476E+021  5.512281359497193E-017  4.118052163255579E-017  5.350230675713800E-001
        23  2.300000000000000E+001 -5.645907888121060E-001  1.016377933686772E+000  6.999492500895223E-007  1.091138647598509E+022 -1.091059237597798E+022  9.094595432258349E+020 -4.305633956700279E+020  9.094595176364417E+020 -4.305633700806355E+020  3.989223162302474E+021  3.989223162302476E+021  5.559941828825378E-017  3.463201630695138E-017  5.570108563940567E-001
        23  2.300000000000000E+001 -5.645907888121060E-001  1.016377933686772E+000  6.999492500895223E-007  1.091138647598509E+022 -1.091059237597798E+022  9.094595432258349E+020 -4.305633956700279E+020  9.094595176364417E+020 -4.305633700806355E+020  3.989223162302474E+021  3.989223162302476E+021  5.559941828825378E-017  3.463201630695138E-017  5.570108563940567E-001
        24  2.400000000000000E+001 -5.645725240503673E-001  1.016346238055678E+000  1.100417372188082E-005  1.091102705557020E+022 -1.091023295556308E+022  9.094311716005357E+020 -4.305499444089186E+020  9.094311912815518E+020 -4.305499640899355E+020  3.989223162302474E+021  3.989223162302476E+021  5.597802937104200E-017  3.934279879414506E-017  5.786942574272037E-001
        24  2.400000000000000E+001 -5.645725240503673E-001  1.016346238055678E+000  1.100417372188082E-005  1.091102705557020E+022 -1.091023295556308E+022  9.094311716005357E+020 -4.305499444089186E+020  9.094311912815518E+020 -4.305499640899355E+020  3.989223162302474E+021  3.989223162302476E+021  5.597802937104200E-017  3.934279879414506E-017  5.786942574272037E-001
        25  2.500000000000000E+001 -5.645534595413469E-001  1.016314543512821E+000  2.337531890655785E-005  1.091066843383957E+022 -1.090987433383245E+022  9.094028321596226E+020 -4.305365248670812E+020  9.094028360339814E+020 -4.305365287414413E+020  3.989223162302474E+021  3.989223162302476E+021  5.650027535245474E-017  4.389828075978291E-017  6.000614245378985E-001
        25  2.500000000000000E+001 -5.645534595413469E-001  1.016314543512821E+000  2.337531890655785E-005  1.091066843383957E+022 -1.090987433383245E+022  9.094028321596226E+020 -4.305365248670812E+020  9.094028360339814E+020 -4.305365287414413E+020  3.989223162302474E+021  3.989223162302476E+021  5.650027535245474E-017  4.389828075978291E-017  6.000614245378985E-001
        26  2.600000000000000E+001 -5.645366163549697E-001  1.016282850057089E+000  2.769792529658765E-006  1.091031647777000E+022 -1.090952237776289E+022  9.093744932890262E+020 -4.305231054304616E+020  9.093744673457814E+020 -4.305230794872177E+020  3.989223162302474E+021  3.989223162302476E+021  6.217775101193269E-017  3.095657063012993E-017  6.211006844027617E-001
        26  2.600000000000000E+001 -5.645366163549697E-001  1.016282850057089E+000  2.769792529658765E-006  1.091031647777000E+022 -1.090952237776289E+022  9.093744932890262E+020 -4.305231054304616E+020  9.093744673457814E+020 -4.305230794872177E+020  3.989223162302474E+021  3.989223162302476E+021  6.217775101193269E-017  3.095657063012993E-017  6.211006844027617E-001
        27  2.700000000000000E+001 -5.645182329008976E-001  1.016251157687395E+000  1.509927559179382E-005  1.090995622496931E+022 -1.090916212496220E+022  9.093461255286285E+020 -4.305096566389553E+020  9.093461433664016E+020 -4.305096744767295E+020  3.989223162302474E+021  3.989223162302476E+021  6.490051243084888E-017  3.002476750079492E-017  6.418005428853338E-001
        27  2.700000000000000E+001 -5.645182329008976E-001  1.016251157687395E+000  1.509927559179382E-005  1.090995622496931E+022 -1.090916212496220E+022  9.093461255286285E+020 -4.305096566389553E+020  9.093461433664016E+020 -4.305096744767295E+020  3.989223162302474E+021  3.989223162302476E+021  6.490051243084888E-017  3.002476750079492E-017  6.418005428853338E-001
        28  2.800000000000000E+001 -5.644994017062954E-001  1.016219466402667E+000  1.464229969256643E-006  1.090959781730934E+022 -1.090880371730222E+022  9.093177862669107E+020 -4.304962358810588E+020  9.093177919820699E+020 -4.304962415962191E+020  3.989223162302474E+021  3.989223162302476E+021  6.235048934752733E-017  4.088286229957377E-017  6.621496913155343E-001
        28  2.800000000000000E+001 -5.644994017062954E-001  1.016219466402667E+000  1.464229969256643E-006  1.090959781730934E+022 -1.090880371730222E+022  9.093177862669107E+020 -4.304962358810588E+020  9.093177919820699E+020 -4.304962415962191E+020  3.989223162302474E+021  3.989223162302476E+021  6.235048934752733E-017  4.088286229957377E-017  6.621496913155343E-001
        29  2.900000000000000E+001 -5.644824396876864E-001  1.016187776201830E+000  6.239031159856575E-006  1.090924634499744E+022 -1.090845224499033E+022  9.092894512578797E+020 -4.304828189107931E+020  9.092894253361251E+020 -4.304827929890397E+020  3.989223162302474E+021  3.989223162302476E+021  6.995192937402145E-017  4.040401902477661E-017  6.821370126677725E-001
        29  2.900000000000000E+001 -5.644824396876864E-001  1.016187776201830E+000  6.239031159856575E-006  1.090924634499744E+022 -1.090845224499033E+022  9.092894512578797E+020 -4.304828189107931E+020  9.092894253361251E+020 -4.304827929890397E+020  3.989223162302474E+021  3.989223162302476E+021  6.995192937402145E-017  4.040401902477661E-017  6.821370126677725E-001
        30  3.000000000000000E+001 -5.644639375658995E-001  1.016156087083830E+000  1.084292606036481E-005  1.090888544828627E+022 -1.090809134827916E+022  9.092610873618926E+020 -4.304693725885298E+020  9.092611033567948E+020 -4.304693885834331E+020  3.989223162302474E+021  3.989223162302476E+021  7.101929433460391E-017  3.837217053442109E-017  7.017515876343345E-001
        30  3.000000000000000E+001 -5.644639375658995E-001  1.016156087083830E+000  1.084292606036481E-005  1.090888544828627E+022 -1.090809134827916E+022  9.092610873618926E+020 -4.304693725885298E+020  9.092611033567948E+020 -4.304693885834331E+020  3.989223162302474E+021  3.989223162302476E+021  7.101929433460391E-017  3.837217053442109E-017  7.017515876343345E-001
        31  3.100000000000000E+001 -5.644453396388815E-001  1.016124399047629E+000  2.027934161361182E-005  1.090852755757838E+022 -1.090773345757127E+022  9.092327482796244E+020 -4.304559506149585E+020  9.092327558352103E+020 -4.304559581705458E+020  3.989223162302474E+021  3.989223162302476E+021  5.853499868210383E-017  4.128405531359301E-017  7.209827005907294E-001
        31  3.100000000000000E+001 -5.644453396388815E-001  1.016124399047629E+000  2.027934161361182E-005  1.090852755757838E+022 -1.090773345757127E+022  9.092327482796244E+020 -4.304559506149585E+020  9.092327558352103E+020 -4.304559581705458E+020  3.989223162302474E+021  3.989223162302476E+021  5.853499868210383E-017  4.128405531359301E-017  7.209827005907294E-001
        32  3.200000000000000E+001 -5.644282588126388E-001  1.016092712092187E+000  9.707766496553827E-006  1.090817636051751E+022 -1.090738226051039E+022  9.092044171316665E+020 -4.304425361106852E+020  9.092043912315066E+020 -4.304425102105263E+020  3.989223162302474E+021  3.989223162302476E+021  6.097993188474748E-017  4.798786116075325E-017  7.398198454497340E-001
        32  3.200000000000000E+001 -5.644282588126388E-001  1.016092712092187E+000  9.707766496553827E-006  1.090817636051751E+022 -1.090738226051039E+022  9.092044171316665E+020 -4.304425361106852E+020  9.092043912315066E+020 -4.304425102105263E+020  3.989223162302474E+021  3.989223162302476E+021  6.097993188474748E-017  4.798786116075325E-017  7.398198454497340E-001
        33  3.300000000000000E+001 -5.644096380478215E-001  1.016061026216489E+000  1.993338749096631E-005  1.090781492429290E+022 -1.090702082428579E+022  9.091760570995990E+020 -4.304290922573043E+020  9.091760712520027E+020 -4.304291064097091E+020  3.989223162302474E+021  3.989223162302476E+021  6.092849372132557E-017  5.078327054875830E-017  7.582527314009392E-001
        33  3.300000000000000E+001 -5.644096380478215E-001  1.016061026216489E+000  1.993338749096631E-005  1.090781492429290E+022 -1.090702082428579E+022  9.091760570995990E+020 -4.304290922573043E+020  9.091760712520027E+020 -4.304291064097091E+020  3.989223162302474E+021  3.989223162302476E+021  6.092849372132557E-017  5.078327054875830E-017  7.582527314009392E-001
        34  3.400000000000000E+001 -5.643912733414359E-001  1.016029341419507E+000  2.915196623089698E-006  1.090745760430577E+022 -1.090666350429865E+022  9.091477181970344E+020 -4.304156690684427E+020  9.091477275926742E+020 -4.304156784640838E+020  3.989223162302474E+021  3.989223162302476E+021  5.440052124824480E-017  4.728900881375199E-017  7.762712885326634E-001
        34  3.400000000000000E+001 -5.643912733414359E-001  1.016029341419507E+000  2.915196623089698E-006  1.090745760430577E+022 -1.090666350429865E+022  9.091477181970344E+020 -4.304156690684427E+020  9.091477275926742E+020 -4.304156784640838E+020  3.989223162302474E+021  3.989223162302476E+021  5.440052124824480E-017  4.728900881375199E-017  7.762712885326634E-001
        35  3.500000000000000E+001 -5.643740737321796E-001  1.015997657700257E+000  6.500012141727057E-006  1.090710644966921E+022 -1.090631234966210E+022  9.091193909096575E+020 -4.304022570298001E+020  9.091193650311966E+020 -4.304022311513404E+020  3.989223162302474E+021  3.989223162302476E+021  3.926275121526165E-017  4.483008388911793E-017  7.938656733331585E-001
        35  3.500000000000000E+001 -5.643740737321796E-001  1.015997657700257E+000  6.500012141727057E-006  1.090710644966921E+022 -1.090631234966210E+022  9.091193909096575E+020 -4.304022570298001E+020  9.091193650311966E+020 -4.304022311513404E+020  3.989223162302474E+021  3.989223162302476E+021  3.926275121526165E-017  4.483008388911793E-017  7.938656733331585E-001
        36  3.600000000000000E+001 -5.643553343489843E-001  1.015965975057744E+000  9.412775051517652E-006  1.090674464907815E+022 -1.090595054907104E+022  9.090910347410191E+020 -4.303888156449414E+020  9.090910470512964E+020 -4.303888279552199E+020  3.989223162302474E+021  3.989223162302476E+021  4.507569213123780E-017  5.735765929462201E-017  8.110262740681066E-001
        36  3.600000000000000E+001 -5.643553343489843E-001  1.015965975057744E+000  9.412775051517652E-006  1.090674464907815E+022 -1.090595054907104E+022  9.090910347410191E+020 -4.303888156449414E+020  9.090910470512964E+020 -4.303888279552199E+020  3.989223162302474E+021  3.989223162302476E+021  4.507569213123780E-017  5.735765929462201E-017  8.110262740681066E-001
        37  3.700000000000000E+001 -5.643372028163394E-001  1.015934293490990E+000  2.727160714059067E-005  1.090638790502134E+022 -1.090559380501423E+022  9.090626960184117E+020 -4.303753912411739E+020  9.090627072537322E+020 -4.303754024764956E+020  3.989223162302474E+021  3.989223162302476E+021  5.143696651907890E-017  4.840199588490215E-017  8.277437160314678E-001
        37  3.700000000000000E+001 -5.643372028163394E-001  1.015934293490990E+000  2.727160714059067E-005  1.090638790502134E+022 -1.090559380501423E+022  9.090626960184117E+020 -4.303753912411739E+020  9.090627072537322E+020 -4.303754024764956E+020  3.989223162302474E+021  3.989223162302476E+021  5.143696651907890E-017  4.840199588490215E-017  8.277437160314678E-001
        38  3.800000000000000E+001 -5.643198844486641E-001  1.015902612999021E+000  1.521475987577523E-005  1.090603656758931E+022 -1.090524246758219E+022  9.090343725911238E+020 -4.303619816678004E+020  9.090343467344662E+020 -4.303619558111440E+020  3.989223162302474E+021  3.989223162302476E+021  4.842067817102263E-017  4.296647763044790E-017  8.440088666668111E-001
        38  3.800000000000000E+001 -5.643198844486641E-001  1.015902612999021E+000  1.521475987577523E-005  1.090603656758931E+022 -1.090524246758219E+022  9.090343725911238E+020 -4.303619816678004E+020  9.090343467344662E+020 -4.303619558111440E+020  3.989223162302474E+021  3.989223162302476E+021  4.842067817102263E-017  4.296647763044790E-017  8.440088666668111E-001
        39  3.900000000000000E+001 -5.643010264717796E-001  1.015870933580882E+000  2.867373403568795E-005  1.090567449172359E+022 -1.090488039171648E+022  9.090060202854234E+020 -4.303485427511035E+020  9.090060307539469E+020 -4.303485532196281E+020  3.989223162302474E+021  3.989223162302476E+021  5.325336179660951E-017  4.415711496237597E-017  8.598128405563300E-001
        39  3.900000000000000E+001 -5.643010264717796E-001  1.015870933580882E+000  2.867373403568795E-005  1.090567449172359E+022 -1.090488039171648E+022  9.090060202854234E+020 -4.303485427511035E+020  9.090060307539469E+020 -4.303485532196281E+020  3.989223162302474E+021  3.989223162302476E+021  5.325336179660951E-017  4.415711496237597E-017  8.598128405563300E-001
