      STEP                   TIME                  DTIME          DTIME_ADV_STB         DTIME_ADV_USED         DTIME_DIFF_STB        N_DIFF_PER_STEP          N_DIFF_CYCLES 
       207  2.070000000000000E+002  1.000000000000000E+000  1.778272980501372E+000  1.000000000000000E+000  0.000000000000000E+000               0               0
       208  2.080000000000000E+002  1.000000000000000E+000  1.778272980501372E+000  1.000000000000000E+000  0.000000000000000E+000               0               0
       209  2.090000000000000E+002  1.000000000000000E+000  1.778272980501372E+000  1.000000000000000E+000  0.000000000000000E+000               0               0
       210  2.100000000000000E+002  1.000000000000000E+000  1.778272980501372E+000  1.000000000000000E+000  0.000000000000000E+000               0               0
       211  2.110000000000000E+002  1.000000000000000E+000  1.778272980501372E+000  1.000000000000000E+000  0.000000000000000E+000               0               0
       212  2.120000000000000E+002  1.000000000000000E+000  1.778272980501372E+000  1.000000000000000E+000  0.000000000000000E+000               0               0
       213  2.130000000000000E+002  1.000000000000000E+000  1.778272980501372E+000  1.000000000000000E+000  0.000000000000000E+000               0               0
       214  2.140000000000000E+002  1.000000000000000E+000  1.778272980501372E+000  1.000000000000000E+000  0.000000000000000E+000               0               0
       215  2.150000000000000E+002  1.000000000000000E+000  1.778272980501372E+000  1.000000000000000E+000  0.000000000000000E+000               0               0
       216  2.160000000000000E+002  1.000000000000000E+000  1.778272980501372E+000  1.000000000000000E+000  0.000000000000000E+000               0               0
